NancyInQueens	7lJHrjbXMKQIshduqm4izO	2017-08-11 00:00:00
NancyInQueens	6PCUP3dWmTjcTtXY02oFdT	2017-08-11 00:00:00
NancyInQueens	7lJHrjbXMKQIshduqm4izO	2017-08-12 00:00:00
NancyInQueens	6PCUP3dWmTjcTtXY02oFdT	2017-08-12 00:00:00
NancyInQueens	7lJHrjbXMKQIshduqm4izO	2017-08-13 00:00:00
NancyInQueens	6PCUP3dWmTjcTtXY02oFdT	2017-08-13 00:00:00
NancyInQueens	7lJHrjbXMKQIshduqm4izO	2017-08-14 00:00:00
NancyInQueens	6PCUP3dWmTjcTtXY02oFdT	2017-08-14 00:00:00
LAFEgve	7azo4rpSUh8nXgtonC6Pkq	2017-07-20 00:00:00
LAFEgve	5FEni1BSfVy7VC2HjVbqlE	2017-07-20 00:00:00
LAFEgve	4SRZdX8VX831cWoyIvPoV7	2017-07-20 00:00:00
LAFEgve	7azo4rpSUh8nXgtonC6Pkq	2017-07-21 00:00:00
LAFEgve	5FEni1BSfVy7VC2HjVbqlE	2017-07-21 00:00:00
LAFEgve	4SRZdX8VX831cWoyIvPoV7	2017-07-21 00:00:00
LAFEgve	7azo4rpSUh8nXgtonC6Pkq	2017-07-22 00:00:00
LAFEgve	5FEni1BSfVy7VC2HjVbqlE	2017-07-22 00:00:00
LAFEgve	4SRZdX8VX831cWoyIvPoV7	2017-07-22 00:00:00
LAFEgve	7azo4rpSUh8nXgtonC6Pkq	2017-07-23 00:00:00
LAFEgve	5FEni1BSfVy7VC2HjVbqlE	2017-07-23 00:00:00
LAFEgve	4SRZdX8VX831cWoyIvPoV7	2017-07-23 00:00:00
leleUE	6WuufZDBNoEJBTinRiznhO	2017-08-10 00:00:00
leleUE	6WuufZDBNoEJBTinRiznhO	2017-08-11 00:00:00
leleUE	6WuufZDBNoEJBTinRiznhO	2017-08-15 00:00:00
leleUE	6WuufZDBNoEJBTinRiznhO	2017-08-16 00:00:00
leleUE	6WuufZDBNoEJBTinRiznhO	2017-08-17 00:00:00
leleUE	7azo4rpSUh8nXgtonC6Pkq	2017-08-14 00:00:00
leleUE	5FEni1BSfVy7VC2HjVbqlE	2017-08-14 00:00:00
leleUE	4SRZdX8VX831cWoyIvPoV7	2017-08-14 00:00:00
leleUE	7Cis8B5HNb2m975ncjrqXD	2017-08-14 00:00:00
leleUE	2M45GWnCdnCAQKY54KRLfJ	2017-08-14 00:00:00
leleUE	6WuufZDBNoEJBTinRiznhO	2017-08-14 00:00:00
Dorisdodo	7Cis8B5HNb2m975ncjrqXD	2017-10-12 00:00:00
Dorisdodo	2M45GWnCdnCAQKY54KRLfJ	2017-10-12 00:00:00
Dorisdodo	7Cis8B5HNb2m975ncjrqXD	2017-10-11 00:00:00
Dorisdodo	2M45GWnCdnCAQKY54KRLfJ	2017-10-11 00:00:00
Dorisdodo	3ALOM3MKnvWuXaijMR8tBp	2017-10-09 00:00:00
CcsS	7azo4rpSUh8nXgtonC6Pkq	2017-11-07 00:00:00
CcsS	5FEni1BSfVy7VC2HjVbqlE	2017-11-07 00:00:00
CcsS	4SRZdX8VX831cWoyIvPoV7	2017-11-07 00:00:00
CcsS	7Cis8B5HNb2m975ncjrqXD	2017-11-07 00:00:00
CcsS	2M45GWnCdnCAQKY54KRLfJ	2017-11-07 00:00:00
CcsS	7azo4rpSUh8nXgtonC6Pkq	2017-11-06 00:00:00
CcsS	5FEni1BSfVy7VC2HjVbqlE	2017-11-06 00:00:00
CcsS	4SRZdX8VX831cWoyIvPoV7	2017-11-06 00:00:00
CcsS	7Cis8B5HNb2m975ncjrqXD	2017-11-06 00:00:00
CcsS	2M45GWnCdnCAQKY54KRLfJ	2017-11-06 00:00:00
CcsS	7azo4rpSUh8nXgtonC6Pkq	2017-10-12 00:00:00
CcsS	5FEni1BSfVy7VC2HjVbqlE	2017-10-12 00:00:00
CcsS	4SRZdX8VX831cWoyIvPoV7	2017-10-12 00:00:00
CcsS	7Cis8B5HNb2m975ncjrqXD	2017-10-12 00:00:00
CcsS	2M45GWnCdnCAQKY54KRLfJ	2017-10-12 00:00:00
RTdgawe	7azo4rpSUh8nXgtonC6Pkq	2017-06-11 00:00:00
RTdgawe	5FEni1BSfVy7VC2HjVbqlE	2017-06-13 00:00:00
RTdgawe	4SRZdX8VX831cWoyIvPoV7	2017-06-10 00:00:00
RTdgawe	1DfiiyhfubvjxG5GISZs6d	2017-06-14 00:00:00
RTdgawe	4RVFw5tCppXmg6Js7aPawD	2017-06-12 00:00:00
RTdgawe	6WuufZDBNoEJBTinRiznhO	2017-06-09 00:00:00
RTdgawe	1fZF2M4F0azWhEZkzDOwm6	2017-06-16 00:00:00
RTdgawe	3ALOM3MKnvWuXaijMR8tBp	2017-06-15 00:00:00
RTdgawe	7Cis8B5HNb2m975ncjrqXD	2017-06-17 00:00:00
RTdgawe	2M45GWnCdnCAQKY54KRLfJ	2017-06-18 00:00:00
RTdgawe	7lJHrjbXMKQIshduqm4izO	2017-06-10 00:00:00
RTdgawe	6PCUP3dWmTjcTtXY02oFdT	2017-06-11 00:00:00
DeadShot	7azo4rpSUh8nXgtonC6Pkq	2017-09-02 00:00:00
DeadShot	5FEni1BSfVy7VC2HjVbqlE	2017-09-02 00:00:00
DeadShot	4SRZdX8VX831cWoyIvPoV7	2017-09-02 00:00:00
DeadShot	1DfiiyhfubvjxG5GISZs6d	2017-09-02 00:00:00
DeadShot	4RVFw5tCppXmg6Js7aPawD	2017-09-02 00:00:00
DeadShot	6WuufZDBNoEJBTinRiznhO	2017-09-02 00:00:00
DeadShot	1fZF2M4F0azWhEZkzDOwm6	2017-09-02 00:00:00
DeadShot	3ALOM3MKnvWuXaijMR8tBp	2017-09-02 00:00:00
CcsS	1r94BKjTRE7mpQHIbr3BzU	2017-12-17 12:27:45
CcsS	6pDwnfzXjj3vsvQ0rF8MkU	2017-12-17 12:27:42
CcsS	7hYyDytE51gtqG3JzvQdz3	2017-12-17 12:29:47
CcsS	6pDwnfzXjj3vsvQ0rF8MkU	2017-12-17 12:36:38
CcsS	5Bw9bAHGaykCFLP0VyqNbJ	2017-12-17 12:37:18
